Firm	ID	Time	Text	User	RT	From_Firm	t	URL
Monzo	1.1851425293370573e+18	2019-10-18T09:36:12Z	@daveymackintosh @KimberleyCook91 @monzo @Xero @NatWestBusiness I made a move away from Natwest as quick as possibl… https://t.co/D7U9Kq4ZLE	18670342.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851424979885957e+18	2019-10-18T09:36:05Z	"@ry_woodcock Hey Ryan 👋

You should already be able to do this. If you login on to the other device with the email… https://t.co/E9LPKQ6C6e"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.185142173756473e+18	2019-10-18T09:34:47Z	@_AlexSherwood It just an affirmation that Monzo has gone mainstream and that challengers are being noticed. If no… https://t.co/R70zK2kfBA	4736956941.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851421291961797e+18	2019-10-18T09:34:37Z	@ollieread @daveymackintosh @monzo I use Freeagent too and that not integrating well was my main concern. So I'm glad that is good.	211475021.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851414946693325e+18	2019-10-18T09:32:05Z	@ryanhipkiss @ramoncym @monzo i’ve loved them this first month of being with them but yeah seeing how they treated… https://t.co/kHKw1HzT8s	1751742444.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851414410661274e+18	2019-10-18T09:31:53Z	"@LamboCreeper Hey 👋

You're right, it's not fair! We'll be bringing this to both platforms if it proves to be a pop… https://t.co/IOVzqyXwv0"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.185140527597011e+18	2019-10-18T09:28:15Z	The Monzo app is a life saver. Great way to budget without being too technical or obsessive	7.592226552832942e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185140454226088e+18	2019-10-18T09:27:57Z	@sohear It would have been nice to see BBC Watchdog actually describe the circumstances that triggered the account… https://t.co/gmivmHn9gG	183358491.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851401937430487e+18	2019-10-18T09:26:55Z	@ollieread @KimberleyCook91 @monzo The integration with @Xero is quite good but @NatWestBusiness have also just gon… https://t.co/xyVLbA685C	177666707.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851400276695245e+18	2019-10-18T09:26:16Z	@LovosRS @BBCWatchdog @monzo Would prefer perhaps to not take the risk with my salary though!!	54841483.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851398529726095e+18	2019-10-18T09:25:34Z	@KimberleyCook91 @daveymackintosh @monzo We use it for our business. I'm enjoying it, the direct freeagent integrat… https://t.co/PVOSMNTmJY	18670342.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851397374656348e+18	2019-10-18T09:25:06Z	@monzo Can someone please respond to me! I have been locked out my account!	247312152.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851397352007803e+18	2019-10-18T09:25:06Z	@KimberleyCook91 @monzo To be honest, it's really no different to what I have with @NatWestBusiness. It's nice to h… https://t.co/xOVilQD0OV	177666707.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851396884258284e+18	2019-10-18T09:24:55Z	@KateBoylePR @monzo You too! 😃 hopefully see you again soon. Would you like to join us for a roundtable? https://t.co/jIF5TQE8mq	2383900430.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851396752557138e+18	2019-10-18T09:24:52Z	@Travelnpack @traveleatslay At times it turns out cheaper to pay in the currency of the country you’re in. Also get… https://t.co/2L7SoqiapQ	1.1526803519338784e+18	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851395992968806e+18	2019-10-18T09:24:33Z	@monzo @weazel91 Your communication and lack of explanation for freezing my wife's account were appalling. You froz… https://t.co/qnKJdAxlPM	278973028.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851393323378852e+18	2019-10-18T09:23:30Z	"@daveymackintosh @monzo What do you think of the business account?

I got invited last week and am wondering whethe… https://t.co/UA0IuqH3cv"	211475021.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851392782271652e+18	2019-10-18T09:23:17Z	@rhein_wein @BretFisher ^ this. We use `response` from monzo an OS project that has a nice integration with slack f… https://t.co/pN0i5CDsTn	390301795.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851389239678444e+18	2019-10-18T09:21:52Z	"@JennieP13 Phew!

Glad to hear that you got it sorted 😃"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851388830146028e+18	2019-10-18T09:21:43Z	@realkniels @ramoncym That’s a hard one to judge. That’s a perfectly reasonable assumption to make but at the same… https://t.co/4ADb1zNiVD	2778093470.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.18513845372339e+18	2019-10-18T09:20:00Z	@Travelnpack Local currency or better still use Monzo	567975535.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851383825418568e+18	2019-10-18T09:19:43Z	I'd love it if @monzo business accounts would let me have more than one automatic tax pot since there's VAT, corpor… https://t.co/aO0ItNggdd	177666707.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185138261049647e+18	2019-10-18T09:19:14Z	@cufcdeano @monzo Ditto !!!!!! Had been considering it but not now	2485982738.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851381693076398e+18	2019-10-18T09:18:53Z	@Frank_FPCG @monzo Lovely to meet you yesterday Frank!	29946803.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851373317010145e+18	2019-10-18T09:15:33Z	RT @nidgaldr: @TheRealRevK @monzo Hey I decided to completely change my financial setup based on a report from a sensationalist tv program…	301558788.0	1.184920767617786e+18	0	2019-10-18 09:00:00	
Monzo	1.1851373205022228e+18	2019-10-18T09:15:30Z	@MarkDav96152735 @monzo Calm down. You're getting hysterical.	7.991959789642875e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185136977093509e+18	2019-10-18T09:14:08Z	@oliverdunk_ @monzo That's just discrimination!	3715628177.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851367978457252e+18	2019-10-18T09:13:26Z	@monzo I can’t sign into my account? What’s going on? https://t.co/2mB9ZoYhjU	1.185136227487572e+18	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185136730967552e+18	2019-10-18T09:13:10Z	"RT @monzo: Blocking accounts is something all banks have to do sometimes.

Here's more about why this (very rarely) happens:

https://t.co/…"	355029141.0	1.184881252974891e+18	0	2019-10-18 09:00:00	
Monzo	1.1851363457250017e+18	2019-10-18T09:11:38Z	@chidambara09 @enricomolinari @nodexl @JimMarous @SantchiWeb @antgrasso @MikeQuindazzi @sbmeunier @Interfima… https://t.co/QKXmB0Zez4	3259000821.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185136044095824e+18	2019-10-18T09:10:26Z	@antgrasso @enricomolinari @nodexl @JimMarous @SantchiWeb @MikeQuindazzi @sbmeunier @Interfima @RAlexJimenez… https://t.co/QuJKZMbgfs	3259000821.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851360048328663e+18	2019-10-18T09:10:16Z	I moved my main banking to @monzo after a number of issues and horrendas customer service with @BarclaysUK had no i… https://t.co/0OtmHqimgd	14131855.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851359515652014e+18	2019-10-18T09:10:04Z	@mrjmarshal @BBCWatchdog @Mattallwright @stephbreakfast @FoxNikkiFox @monzo It could be that Monzo's processes &amp; tr… https://t.co/hwy7j6IaHK	487017343.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851355028963697e+18	2019-10-18T09:08:17Z	"RT @monzo: Blocking accounts is something all banks have to do sometimes.

Here's more about why this (very rarely) happens:

https://t.co/…"	98873699.0	1.184881252974891e+18	0	2019-10-18 09:00:00	
Monzo	1.185135276936573e+18	2019-10-18T09:07:23Z	"@atsamhodgson Hi Sam, 

Freezing or closing accounts is something all banks have to do sometimes. It's not a decisi… https://t.co/uD9Hzf26J4"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851352373045985e+18	2019-10-18T09:07:13Z	@mrjmarshal @BBCWatchdog @Mattallwright @stephbreakfast @FoxNikkiFox @monzo Each bank will have it's own set of tri… https://t.co/K4TnX6uRCz	487017343.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851347919911854e+18	2019-10-18T09:05:27Z	@jlagrue @cufcdeano @monzo @BBCWatchdog And also the time frames people are waiting as well is slightly worrying, t… https://t.co/oMUMJhn3ml	7.072359351052411e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185134709438853e+18	2019-10-18T09:05:08Z	RT @BBCWatchdog: Tonight the Monzo customers trying to get their money back after their accounts have been frozen. We’re asking #WhatsGoing…	1.1805456530233508e+18	1.1848399772067348e+18	0	2019-10-18 09:00:00	
Monzo	1.1851344339695903e+18	2019-10-18T09:04:02Z	"@sohear Pretty inconclusive. Not a smear job but not a full reporting of the facts. 

Also, a relative comparison t… https://t.co/wniW6obO3H"	303397413.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851342982293463e+18	2019-10-18T09:03:30Z	"@mizzpennydreadf Hey 👋

Glad that you've picked us 😃

What's your favourite part of the app?"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851342259488522e+18	2019-10-18T09:03:12Z	@jlagrue @cufcdeano @monzo @BBCWatchdog They asked monzo for a response, they declined and gave a cookie cutter ans… https://t.co/zY2Y4dYzge	7.072359351052411e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851338232999035e+18	2019-10-18T09:01:36Z	Amazing that Watchdog are going after @monzo when the big banks enable the destruction of the planet through invest… https://t.co/eyrp77TISZ	19875250.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185133782065668e+18	2019-10-18T09:01:27Z	"RT @monzo: Blocking accounts is something all banks have to do sometimes.

Here's more about why this (very rarely) happens:

https://t.co/…"	236095563.0	1.184881252974891e+18	0	2019-10-18 09:00:00	
Monzo	1.185133453601366e+18	2019-10-18T09:00:08Z	@monzo  I was planning on switching my main current account, wages and direct debits to my monzo account but Im fee… https://t.co/kxO4qI1QjV	8.760450211574948e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851484099818865e+18	2019-10-18T09:59:34Z	@Frank_FPCG @monzo I’d love to, thank you.	29946803.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185148182013059e+18	2019-10-18T09:58:40Z	RT @leemajo09130981: @SonicOomph What a disgrace monzo are	1.1315460569012552e+18	1.1849170671259238e+18	0	2019-10-18 09:00:00	
Monzo	1.1851479526601318e+18	2019-10-18T09:57:45Z	RT @issahev: See u monzo lot, I will keep you in my prayers. https://t.co/tppg5piecv	440195270.0	1.184919533561303e+18	0	2019-10-18 09:00:00	
Monzo	1.1851478575039693e+18	2019-10-18T09:57:22Z	"@ThomDillon Hey Thom 👋

That's great news! Glad your card arrived ✈️

Have a lovely time in Indonesia"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851476882890342e+18	2019-10-18T09:56:42Z	@mikekelly85 With regards to Watchdog having a high number of Monzo customers contacting them: there is a facebook… https://t.co/l1kRCfF69h	3799821.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851475439672074e+18	2019-10-18T09:56:08Z	"@mikekelly85 They commented for the programme and in more depth here.

https://t.co/uFC7RMocs8 https://t.co/e1UZzL88dA"	2778093470.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185147430154711e+18	2019-10-18T09:55:40Z	@_AlexSherwood @BBCWatchdog @Mattallwright @stephbreakfast @FoxNikkiFox Ok I get that but freezing and closing rand… https://t.co/Tdo82NX6RC	720977833.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185147353675817e+18	2019-10-18T09:55:22Z	"Just because we love Monzo! 

We film everything with just iPhones (multi camera and everything) so we’re as disrup… https://t.co/6DgkzSPu12"	9.536650161291182e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.18514735073561e+18	2019-10-18T09:55:22Z	Dear @monzo - it looks like you are getting a bit of bad press after Watchdog last night. I run a live streaming co… https://t.co/yv19xRDBnU	9.536650161291182e+17	-1.0	0	2019-10-18 09:00:00	
Monzo	1.18514730208589e+18	2019-10-18T09:55:10Z	"@Henstrosity Hey Henry 👋

Sorry for the trouble here!

Would you mind sending us a DM with your email address pleas… https://t.co/vb22StGAX2"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851472132002202e+18	2019-10-18T09:54:49Z	@monzo I had an unauthorised payment taken by amazon yesterday. I managed to sort it and they have refunded. I wond… https://t.co/ulBaaspkuo	1.1445648528218316e+18	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185147123165225e+18	2019-10-18T09:54:27Z	@haroon_speaks On second thoughts. https://t.co/n6upo3zCZb	25244946.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851468888336876e+18	2019-10-18T09:53:31Z	@LizLum Oh not seen it yet...no spoilers. Is Monzo secretly and incumbent posing as a Challenget?	80866742.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185146844168491e+18	2019-10-18T09:53:21Z	"@RossTur47224891 Hi Ross 👋

We're really sorry about the delay!

Can you tell us what you need help with? We're lim… https://t.co/9bU4TP7Cxg"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851467058403983e+18	2019-10-18T09:52:48Z	@_AlexSherwood There is probably good explanations for these. It’s up to monzo to provide them. They’re the only pe… https://t.co/hUVh50WcRV	15151905.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851464345527624e+18	2019-10-18T09:51:43Z	@GoodCoffeeCode @MakingMonzo Haha, neither, he's @LizardMorgan's!  Lots of people dog sit or walk (or have 1:1s wit… https://t.co/8k5UuxgtKr	42398573.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851463025245102e+18	2019-10-18T09:51:12Z	@bouncysol @monzo @BBCWatchdog @OpenreachHelp Likewise with the phone repair report last night - you can't repair a… https://t.co/mj9kjQR5Gy	5903782.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.18514627467017e+18	2019-10-18T09:51:05Z	"@monzo Of which I totally understand. With you being a regulated bank, it is all about keeping people safe.

Howeve… https://t.co/wTx27PBNiy"	2574422321.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185146226762756e+18	2019-10-18T09:50:54Z	RT @emily_stow: Anyone who cancels their Monzo account because of Watchdog is an absolute 🤡 #whatsgoingonzomonzo	1.0805541867633212e+18	1.184929617053995e+18	0	2019-10-18 09:00:00	
Monzo	1.1851461701858304e+18	2019-10-18T09:50:40Z	"RT @monzousa: Tonight we're back in the Bay Area! 

Join us at 7pm to meet the team, tell us what we should build next, and get access to #…"	2345596856.0	1.1849146035467756e+18	0	2019-10-18 09:00:00	
Monzo	1.185146138279764e+18	2019-10-18T09:50:32Z	Ok peeps - Friday poll. *That* Monzo Watchdog piece from last night...	20596051.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851460501154406e+18	2019-10-18T09:50:11Z	@ollieread @KimberleyCook91 @monzo @Xero @NatWestBusiness I've got no malcontent for Natwest but I do rather fancy… https://t.co/D0Q4G3YV6q	177666707.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851458397585244e+18	2019-10-18T09:49:21Z	@monzo Nope, still not working...	20230975.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185145690965631e+18	2019-10-18T09:48:46Z	"@_AlexSherwood The point of the programme was:

- the several week delays in resolution in the cases they highlight… https://t.co/4Z7sVyZsXn"	15151905.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185145636687143e+18	2019-10-18T09:48:33Z	"@RachelMcGrath Hey Rachel 👋

It should update automatically. If it isn't working you can try scrolling from your ac… https://t.co/dGJGP8Hc1J"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.1851454425411502e+18	2019-10-18T09:47:47Z	"@kiran_thandi03 Sorry for the trouble, Kiran!

As were app based the only way to make take any action on your accou… https://t.co/74kqrGTs5o"	3224409977.0	-1.0	1	2019-10-18 09:00:00	
Monzo	1.185145415810896e+18	2019-10-18T09:47:40Z	Last night's @BBCWatchdog is forgotten 🙌 @monzo https://t.co/vkowBUh6j2	20079103.0	-1.0	0	2019-10-18 09:00:00	
Monzo	1.1851450929920655e+18	2019-10-18T09:46:23Z	RT @Discreet_Ldn: Monzo should never be your MAIN bank account.	3386081638.0	1.1849105673305334e+18	0	2019-10-18 09:00:00	
Monzo	1.1851450128012e+18	2019-10-18T09:46:04Z	RT @AnnieDreaXO: The fact that I don’t have a Mcm to monzo me £35 to get my nails done is hurt my whole HEART.	7.923154201958236e+17	1.1851201272907244e+18	0	2019-10-18 09:00:00	
Monzo	1.185144803895513e+18	2019-10-18T09:45:14Z	"""Our established, curated and free Upscale growth programme has supported some of the UK’s fastest-growing tech com… https://t.co/j490CgaNfU"	1.0761203765755168e+18	-1.0	0	2019-10-18 09:00:00	
Monzo	1.185158229510316e+18	2019-10-18T10:38:35Z	@JohnTillUK @monzo Oh dear. One of the reasons why I still have a primary current account..	1.0196727703329832e+18	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185158148069433e+18	2019-10-18T10:38:16Z	@whadyawant1 @monzo It happened to friends of mine who bank with Barclays and took weeks to sort out. It’s a more c… https://t.co/Fm0gkx8Khe	19426862.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851578085364122e+18	2019-10-18T10:36:55Z	@3mccluskey @clarethrewal Monzo request me	1604691416.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185157602407256e+18	2019-10-18T10:36:06Z	"@tordsund Hey Tord 👋

This is a pretty cool idea! Feel free to pop it over onto our community forum, we'll take a l… https://t.co/nwBeB8bwgh"	3224409977.0	-1.0	1	2019-10-18 10:00:00	
Monzo	1.185157583746818e+18	2019-10-18T10:36:01Z	@tankhead666 @bweston92 @monzo @PayPal How many complaints was it exactly? I didn’t see the show	19426862.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851574648718991e+18	2019-10-18T10:35:33Z	"@KingDavidz94 Hi there

Sorry for the trouble! 

Would you mind confirming your email address via DM please? We can… https://t.co/HiFol5TNPK"	3224409977.0	-1.0	1	2019-10-18 10:00:00	
Monzo	1.1851573408127222e+18	2019-10-18T10:35:03Z	@JohnIceAgency @BBCWatchdog @Mattallwright @stephbreakfast @FoxNikkiFox Respect the grind #Monzo	2837561099.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851571970655355e+18	2019-10-18T10:34:29Z	@monzo your customer service and online support is absolutely trash. Been having issues with my account since Sunda… https://t.co/YEc8T1lQ5k	3430112272.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.18515712999449e+18	2019-10-18T10:34:13Z	@kasiazien @MakingMonzo @LizardMorgan @monzo Nice. Our Toller passed away nearly a year ago now. Thinking it might… https://t.co/H7TW562BMt	90826157.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185156993708974e+18	2019-10-18T10:33:41Z	@Natalij41838596 @SedateNate @monzo Screenshot the deposits as well	9.01039150886998e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185156759339577e+18	2019-10-18T10:32:45Z	RT @AnnieDreaXO: The fact that I don’t have a Mcm to monzo me £35 to get my nails done is hurt my whole HEART.	950297803.0	1.1851201272907244e+18	0	2019-10-18 10:00:00	
Monzo	1.1851566932331643e+18	2019-10-18T10:32:29Z	"@getmeapie Hey David 👋

Could you tell us a little more about the trouble you're having? 

We are working on major… https://t.co/6oetNzwdpl"	3224409977.0	-1.0	1	2019-10-18 10:00:00	
Monzo	1.185156599993766e+18	2019-10-18T10:32:07Z	@RossTur47224891 Sorry you still haven't had a response, Ross!  We're experiencing a high demand for support at the… https://t.co/psQonkP2B8	3224409977.0	-1.0	1	2019-10-18 10:00:00	
Monzo	1.1851565226675855e+18	2019-10-18T10:31:48Z	RT @jna_sh: The best bit of the whole Watchdog/Monzo thing is the ice sculptor behind the ice monzo credit card giving out discounts in the…	1.0910088120379268e+18	1.1851558829649265e+18	0	2019-10-18 10:00:00	
Monzo	1.1851564786274386e+18	2019-10-18T10:31:38Z	RT @TobiFuja: The Monzo app is a life saver. Great way to budget without being too technical or obsessive	1.0384524674014822e+18	1.185140527597011e+18	0	2019-10-18 10:00:00	
Monzo	1.1851563359036908e+18	2019-10-18T10:31:04Z	I had this happen several times with my previous bank - I also had one bank take money out of my account without my… https://t.co/H90iZMaXEO	367324684.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851561877273231e+18	2019-10-18T10:30:28Z	"We have been named one of @Siftedeu 's Top European Startups 🚀

Proud to be part of this list alongside our friends… https://t.co/6AuBbrHYCo"	7.620126765665157e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851560798875402e+18	2019-10-18T10:30:03Z	Monzo cards: Hi I know something has been posted before regarding monzo cards. I was wondering if anyone had any ex… https://t.co/Jfl82p1wk8	21644736.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851560666335355e+18	2019-10-18T10:30:00Z	RT @ibzo: this is how every monzo transaction will display after brexit https://t.co/Sy7oWZqzXs	17251674.0	1.1826127490812928e+18	0	2019-10-18 10:00:00	
Monzo	1.1851558829649265e+18	2019-10-18T10:29:16Z	The best bit of the whole Watchdog/Monzo thing is the ice sculptor behind the ice monzo credit card giving out disc… https://t.co/WTl4IDIxMQ	18840827.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851558144970957e+18	2019-10-18T10:28:59Z	@ryanhipkiss @abcdeviexx @monzo The two issues: 1. The suspicious activity wasn’t suspicious and their algorithms a… https://t.co/tNQP4hYPGe	2473076029.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851557527695729e+18	2019-10-18T10:28:45Z	@austinduffield @dustlined @monzo Did you lock it away for a year?	9.01039150886998e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851556734049894e+18	2019-10-18T10:28:26Z	"@sandrodcpereira That's embarrassing 😳 Thanks for letting us know!

Could you send us a message on the app and we'l… https://t.co/tRpZA6XuEd"	3224409977.0	-1.0	1	2019-10-18 10:00:00	
Monzo	1.1851553961320694e+18	2019-10-18T10:27:20Z	"📣 Effective methodology for online language tutoring:
📝 Highlight content, make notes, insert videos or pdfs to sup… https://t.co/YgC1lpGdqZ"	284577660.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851550355016786e+18	2019-10-18T10:25:54Z	@ShadowsGPs @tankhead666 @monzo But the problems are all or nothing. If I was looking for a small account say for d… https://t.co/vf0ZFL33tu	7.561574348596224e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851549430507602e+18	2019-10-18T10:25:32Z	RT @Green_JamesBee: I get paid on Monday, but thanks to being with @monzo for my main current account, I can get my salary today after 4pm.…	112851713.0	1.185113803412902e+18	0	2019-10-18 10:00:00	
Monzo	1.18515494032871e+18	2019-10-18T10:25:31Z	@mclarenfan88 @cufcdeano @monzo @StarlingBank Use both and Monzo is better for sure	21588810.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851549396576092e+18	2019-10-18T10:25:31Z	@monzo DM sent, to your generic response.	2398122540.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185154254576726e+18	2019-10-18T10:22:48Z	@Urban_Pictures @TheRealRevK @monzo @LloydsBank Haha I’ll have to dig it out &amp; upload it!!	4891407837.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851542406096978e+18	2019-10-18T10:22:44Z	RT @Green_JamesBee: I get paid on Monday, but thanks to being with @monzo for my main current account, I can get my salary today after 4pm.…	431968702.0	1.185113803412902e+18	0	2019-10-18 10:00:00	
Monzo	1.185154217859793e+18	2019-10-18T10:22:39Z	@monzo The BBC report last night and nothing back from Monzo!!	19483610.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851542170167378e+18	2019-10-18T10:22:39Z	Check out how @monzo can help if you're an international student. https://t.co/M88cariZfU	87487408.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185154212872761e+18	2019-10-18T10:22:38Z	@monzo Hi! I am trying to complete my application for a business account but nothing is happening when I verify the… https://t.co/7YAJvsxyik	664333.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851540726404424e+18	2019-10-18T10:22:04Z	Can I go back to how monzo used to look pls 🙈😷	114830918.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.18515403297912e+18	2019-10-18T10:21:55Z	@JohnTillUK @monzo I’m a Monzo customer, and have been since the trial days. What have I missed?	1.0196727703329832e+18	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185154020136149e+18	2019-10-18T10:21:52Z	@PattersonSi Gone with Monzo now but think it’s the same idea 😊 thank you!!	18837861.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185153996820025e+18	2019-10-18T10:21:46Z	@monzo Hey, yeah is there any fixed term savings pots that don’t require a £500 deposit? I don’t have enough to do it otherwise.	1.15200347801063e+18	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185153904935342e+18	2019-10-18T10:21:24Z	@mono_db GO GO GO, tell me how much a London Pikachu is and I'll monzo you the money right now	1.0380692465411604e+18	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851538927551652e+18	2019-10-18T10:21:21Z	"RT @monzo: Blocking accounts is something all banks have to do sometimes.

Here's more about why this (very rarely) happens:

https://t.co/…"	510357516.0	1.184881252974891e+18	0	2019-10-18 10:00:00	
Monzo	1.1851538464542106e+18	2019-10-18T10:21:10Z	RT @Green_JamesBee: I get paid on Monday, but thanks to being with @monzo for my main current account, I can get my salary today after 4pm.…	4069341089.0	1.185113803412902e+18	0	2019-10-18 10:00:00	
Monzo	1.1851537012432486e+18	2019-10-18T10:20:36Z	@monzo Ability to transfer cash and round up savings	96185774.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185153593051091e+18	2019-10-18T10:20:10Z	@_AlexSherwood I don’t think you do. I already said multiple times I think there’s good explanations and this is pr… https://t.co/JUE98bn8YJ	15151905.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851535213912883e+18	2019-10-18T10:19:53Z	"@Alex_______B Hey Alex 👋

You can lock / unlock any Pot if you want to. If this isn't suitable you could try a Fixe… https://t.co/V3AJbLsjBF"	3224409977.0	-1.0	1	2019-10-18 10:00:00	
Monzo	1.185153445738754e+18	2019-10-18T10:19:35Z	@adidas_mbc @cufcdeano @monzo Get over yourself.	9.01039150886998e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851533815617208e+18	2019-10-18T10:19:19Z	Curve goes “raging red” @monzo @StarlingBank @HSBC_UK @Barclays @n26 any bank all in one https://t.co/a7uDyVnJ68 via @AltFiNews	1.1649006265156037e+18	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851533083250442e+18	2019-10-18T10:19:02Z	@nickblackford @LookItsLewis @cufcdeano @monzo Of course it does? If someone is money muling and they plead poverty… https://t.co/Lb9IwB100a	9.01039150886998e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851531260027617e+18	2019-10-18T10:18:18Z	@AndyJBowes @mrjmarshal @BBCWatchdog @Mattallwright @stephbreakfast @FoxNikkiFox @monzo Monzo do have to prove that… https://t.co/YnZck0T8Bf	720977833.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.185153114548179e+18	2019-10-18T10:18:16Z	@monzo recently switched to Monzo. Is there a way to set up personal categories for spending on the app?	8.59812418112938e+17	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851526170575258e+18	2019-10-18T10:16:17Z	Monzo is soooooooo easy omg	331181020.0	-1.0	0	2019-10-18 10:00:00	
Monzo	1.1851525685210358e+18	2019-10-18T10:16:06Z	I’m not a @monzo customer and nor will I ever be, despite the best efforts of a colleague to persuade me. However I… https://t.co/xxELkp3fOP	8.152250971914445e+17	-1.0	0	2019-10-18 10:00:00	
